strTemplateName,strNameResource,XJDFDescriptiveName,XJDFMediaType,XJDFWidth,XJDFLength,XJDFDimensionsUnit,numPricePerThousand
100# Silk Cover,100# Silk Cover,100# Silk Cover,Paper,23,29,in,260.04
100# Silk Text,100# Silk Text,100# Silk Text,Paper,12,18,in,59.1
100# Silk Text,100# Silk Text,100# Silk Text,Paper,28,40,in,221.034
100# Silk Text,100# Silk Text,100# Silk Text,Paper,23,35,in,160.752
100# Silk Text,100# Silk Text,100# Silk Text,Paper,24,36,in,177.3
,100# Superfine Ultra White*,100# Superfine Ultra White*,Paper,11.5,17.5,in,480
100# Uncoated Cover,100# Uncoated Cover,100# Uncoated Cover,Paper,8.5,11,in,59.1
100# Uncoated Cover,100# Uncoated Cover,100# Uncoated Cover,Paper,11,17,in,100.47
100# Uncoated Cover,100# Uncoated Cover,100# Uncoated Cover,Paper,23,35,in,366.42
100# Uncoated Cover,100# Uncoated Cover,100# Uncoated Cover,Paper,19,25,in,271.86
100# Uncoated Cover,100# Uncoated Cover,100# Uncoated Cover,Paper,26,40,in,472.8
100# Uncoated Cover,100# Uncoated Cover,100# Uncoated Cover,Paper,25,38,in,437.34
100# Uncoated Cover,100# Uncoated Cover,100# Uncoated Cover,Paper,13,19,in,136.521
100# Uncoated Cover,100# Uncoated Cover,100# Uncoated Cover,Paper,9,12,in,70.92
100# Uncoated Cover,100# Uncoated Cover,100# Uncoated Cover,Paper,12,18,in,118.70826
100# Uncoated Text,100# Uncoated Text,100# Uncoated Text,Paper,19,25,in,149
100# Uncoated Text,100# Uncoated Text,100# Uncoated Text,Paper,13,19,in,94.56
100# Uncoated Text,100# Uncoated Text,100# Uncoated Text,Paper,12,18,in,62.646
100# Uncoated Text,100# Uncoated Text,100# Uncoated Text,Paper,28,40,in,240
100# Vellum Cover,100# Vellum Cover,100# Vellum Cover,Paper,26,40,in,4345
100# Vellum Cover,100# Vellum Cover,100# Vellum Cover,Paper,12,18,in,1086.25
,110# Index - Color,110# Index - Color,Paper,22.5,35,in,283.68
,110# Index - Colors,110# Index - Colors,Paper,11,17,in,93.378
,120# Accent Opaque Cover,120# Accent Opaque Cover,Paper,26,40,in,677.286
,120# Gloss Cover,120# Gloss Cover,Paper,20,26,in,249
120# Silk Cover,120# Silk Cover,120# Silk Cover,Paper,25,38,in,480
120# Silk Cover,120# Silk Cover,120# Silk Cover,Paper,23,35,in,411
120# Silk Cover,120# Silk Cover,120# Silk Cover,Paper,20,26,in,265
120# Uncoated Cover,120# Uncoated Cover,120# Uncoated Cover,Paper,12,18,in,199.45068
120# Uncoated Cover,120# Uncoated Cover,120# Uncoated Cover,Paper,23,35,in,596
,130 Gloss Cover,130 Gloss Cover,Paper,23,35,in,401.88
,130# Gloss Cover,130# Gloss Cover,Paper,26,40,in,520.08
140# White Index,140# White Index,140# White Index,Paper,8.5,14,in,79
140# White Index,140# White Index,140# White Index,Paper,22.5,35,in,30
140# White Index,140# White Index,140# White Index,Paper,8.5,11,in,43
,150# Manila Tag,150# Manila Tag,Paper,24,36,in,310
,A2's,A2's,Paper,4.325,5.75,in,36.642
,A2's - Linen,A2's - Linen,Paper,4.325,5.75,in,100.945
,A6's,A6's,Paper,4.75,6.5,in,39.006
,A7's,A7's,Paper,5.25,7.25,in,40.188
,A7's - GOLD,A7's - GOLD,Paper,5.25,7.25,in,413.7
,A9's,A9's,Paper,5.75,8.75,in,55.554
,A9's - Linen,A9's - Linen,Paper,5.75,8.75,in,162.955
,Chip Board,Chip Board,Paper,24,36,in,377.058
,Door Hanger 4 up,Door Hanger 4 up,Paper,12,18,in,815.58
,No Paper Required,No Paper Required,Paper,0,0,in,0.00001
,Pre-Die Cut 100# Uncoated Cover (3 - Up),Pre-Die Cut 100# Uncoated Cover (3 - Up),Paper,12,18,in,228.06239
,Pre-Die Cut Label - GLOSS or BKraft,Pre-Die Cut Label - GLOSS or BKraft,Paper,8.5,11,in,484.62
,Pre-Die Cut Label - POLYESTER,Pre-Die Cut Label - POLYESTER,Paper,8.5,11,in,650.1
,Pre-Die Cut Labels - BLOCK OUT,Pre-Die Cut Labels - BLOCK OUT,Paper,8.5,11,in,520.08
,Pre-Printed Books,Pre-Printed Books,Paper,5.5,8.5,in,0
,Pre Die-Cut Label - MATTE,Pre Die-Cut Label - MATTE,Paper,8.5,11,in,177.3
,PrePrinted books,PrePrinted books,Paper,8.5,11,in,0.1182
,Supplied,Supplied,Paper,10,15,in,0
Supplied Paper,Supplied Paper,Supplied Paper,Paper,25,38,in,0
Supplied Paper,Supplied Paper,Supplied Paper,Paper,20,28,in,0
Supplied Paper,Supplied Paper,Supplied Paper,Paper,28,40,in,0
Supplied Paper,Supplied Paper,Supplied Paper,Paper,13,26,in,0
Supplied Paper,Supplied Paper,Supplied Paper,Paper,26,34,in,0
Supplied Paper,Supplied Paper,Supplied Paper,Paper,9,12,in,0
Supplied Paper,Supplied Paper,Supplied Paper,Paper,4.125,9.5,in,0
Supplied Paper,Supplied Paper,Supplied Paper,Paper,9,12,in,0
Supplied Paper,Supplied Paper,Supplied Paper,Paper,8.5,14,in,0
Supplied Paper,Supplied Paper,Supplied Paper,Paper,8.5,14,in,0
Supplied Paper,Supplied Paper,Supplied Paper,Paper,26,40,in,0
Supplied Paper,Supplied Paper,Supplied Paper,Paper,6,9,in,0
Supplied Paper,Supplied Paper,Supplied Paper,Paper,24,36,in,0
Supplied Paper,Supplied Paper,Supplied Paper,Paper,23,35,in,0
Supplied Paper,Supplied Paper,Supplied Paper,Paper,23,29,in,0
Supplied Paper,Supplied Paper,Supplied Paper,Paper,20,26,in,0
Supplied Paper,Supplied Paper,Supplied Paper,Paper,19,25,in,0
Supplied Paper,Supplied Paper,Supplied Paper,Paper,14,20,in,0
Supplied Paper,Supplied Paper,Supplied Paper,Paper,13,19,in,0
Supplied Paper,Supplied Paper,Supplied Paper,Paper,8.5,11,in,0
Supplied Paper,Supplied Paper,Supplied Paper,Paper,12,18,in,0
Supplied Paper,Supplied Paper,Supplied Paper,Paper,26,36,in,0
Supplied Paper,Supplied Paper,Supplied Paper,Paper,10,13,in,0
Supplied Paper,Supplied Paper,Supplied Paper,Paper,9.25,7,in,0
,Synthetic Never - Tear,Synthetic Never - Tear,Paper,12,18,in,1335.66
,Vinyl Label Stock,Vinyl Label Stock,Paper,8.5,11,in,741.114
,Vinyl PS Low Tack Matte w/Split back,Vinyl PS Low Tack Matte w/Split back,Paper,27,20,in,2470
,Vinyl Removable Label Stock - Matte,Vinyl Removable Label Stock - Matte,Paper,12,18,in,1070.3
