strTemplateName|strAliasTemplate|strNameResource|XJDFDescriptiveName|XJDFMediaType|XJDFWidth|XJDFLength|XJDFDimensionsUnit|XJDFWeight|XJDFMediaColorName|XJDFTexture|XJDFThickness|XJDFThicknessUnit|numPriceTemplateOrResourcePerThousand
||110# Strathmore Writing CB Wove - Natural White|110# Strathmore Writing CB Wove - Natural White|Paper|8.5|11|in|39.56|Natural White|Wove|0.016|point|118.7
||88# Strathmore Writing CB Wove - Ultimate White|88# Strathmore Writing CB Wove - Ultimate White|Paper|8.5|11|in|31.5|Ultimate White|Wove|0.013|point|97
||88# Strathmore Writing CB Wv iTone|88# Strathmore Writing CB Wv iTone|Paper|18|12|in|73.11|Ultimate White|Wove|0.013|point|266.8
||24# Strathmore Writing Laid - Ultimate White|24# Strathmore Writing Laid - Ultimate White|Paper|8.5|11|in|12|Ultimate White|Laid|0.005|point|36.85
||24# Strathmore Writing Wove - Natural White|24# Strathmore Writing Wove - Natural White|Paper|8.5|11|in|12|Natural White|Wove|0.005|point|35.05
||24# Strathmore Writing Wove - Ultimate White -  - Weight12|24# Strathmore Writing Wove - Ultimate White -  - Weight12|Paper|8.5|11|in|12|Ultimate White|Wove|0.005|point|32.3
||28# Strathmore Writing Wove - Ultimate White - Weight14|28# Strathmore Writing Wove - Ultimate White - Weight14|Paper|8.5|11|in|14|Ultimate White|Wove|0.005|point|44.45
||24# Strathmore Writing Wove - Bright White - Weight12|24# Strathmore Writing Wove - Bright White - Weight12|Paper|8.5|11|in|12|Bright White|Wove|0.005|point|31.3
||28# Strathmore Writing Wove - Bright White - Weight14|28# Strathmore Writing Wove - Bright White - Weight14|Paper|8.5|11|in|14|Bright White|Wove|0.005|point|43.4
||24# Strathmore Writing Wove - Ultimate White  - Weight24|24# Strathmore Writing Wove - Ultimate White  - Weight24|Paper|17|11|in|24|Ultimate White|Wove|0.005|point|76.8
||24# Strathmore Writing Wove - Recycled Bright White|24# Strathmore Writing Wove - Recycled Bright White|Paper|8.5|11|in|12|Recycled Bright White|Wove|0.005|point|37.5
||24# Strathmore Writing Wove - Soft Blue|24# Strathmore Writing Wove - Soft Blue|Paper|8.5|11|in|12|Soft Blue|Wove|0.005|point|38.1
||24# Strathmore Writing Wove iTone - Ultimate White|24# Strathmore Writing Wove iTone - Ultimate White|Paper|18|12|in|27.75|Ultimate White|Wove|0.005|point|105.8
100# Superfine Eggshell Cover iTone|P|||Paper|18|12|in|83.08|||||
||100# Superfine Eggshell Cover iTone - White|100# Superfine Eggshell Cover iTone - White|{P}|{P}|{P}|{P}|{P}|White|{P}|0.012|point|279.5
||100# Superfine Eggshell Cover iTone - Ultrawhite|100# Superfine Eggshell Cover iTone - Ultrawhite|{P}|{P}|{P}|{P}|{P}|Ultrawhite|{P}|0.014|point|279.5
||80# Superfine Smooth Text iTone|80# Superfine Smooth Text iTone|Paper|12|18|in|36.38|Ultrawhite|Smooth|0.005|point|118.8
||124# Tango C1S Cover Digital|124# Tango C1S Cover Digital|Paper|18|12|in|62|White|C1S|0.01|point|66.6
||145# Tango C1S Cover Digital|145# Tango C1S Cover Digital|Paper|18|12|in|73|White|C1S|0.012|point|75.6
||163# Tango C1S Cover Digital|163# Tango C1S Cover Digital|Paper|18|12|in|82|White|C1S|0.014|point|84.95
||182# Tango C1S Cover Digital|182# Tango C1S Cover Digital|Paper|18|12|in|91|White|C1S|0.016|point|94.25
||167# Tango C2S Cover Digital - Weight84|167# Tango C2S Cover Digital - Weight84|Paper|18|12|in|84|White|C2S|0.012|point|98.7
||167# Tango C2S Cover Digital - Weight95|167# Tango C2S Cover Digital - Weight95|Paper|19|13|in|95|White|C2S|0.012|point|111.6
||113# Tango C2S Cover Digital|113# Tango C2S Cover Digital|Paper|18|12|in|94|White|C2S|0.014|point|110.45
||188# Tango C2S Cover Digital|188# Tango C2S Cover Digital|Paper|19|13|in|107|White|C2S|0.014|point|125.7
||123# Tango C2S Cover Digital|123# Tango C2S Cover Digital|Paper|18|12|in|102|White|C2S|0.016|point|119.45
||24# OSDS - Regular - Chip Box|24# OSDS - Regular - Chip Box|Paper|3.5|6|in|7|White Wove|Wove|||21.95
||24# OSDS - Regular - Chip Box|24# OSDS - Regular - Chip Box|Paper|3.625|6.5|in|8|White Wove|Wove|||15.85
||24# OSDS - Regular - Chip Box|24# OSDS - Regular - Chip Box|Paper|3.75|6.75|in|9|White Wove|Wove|||25.4
||24# OSDS - Regular - Chip Box|24# OSDS - Regular - Chip Box|Paper|3.875|7.5|in|10|White Wove|Wove|||24.05
||24# OSDS - Regular - Chip Box|24# OSDS - Regular - Chip Box|Paper|3.875|8.875|in|11|White Wove|Wove|||15.85
||24# OSDS - Regular - Chip Box - Weight13 - Price 15.85|24# OSDS - Regular - Chip Box - Weight13 - Price 15.85|Paper|4.125|9.5|in|13|White Wove|Wove|||15.85
||24# OSDS - Regular - Chip Box|24# OSDS - Regular - Chip Box|Paper|4.5|10.375|in|15|White Wove|Wove|||32.05
||24# OSDS - Regular - Chip Box|24# OSDS - Regular - Chip Box|Paper|4.75|11|in|16|White Wove|Wove|||47.55
||24# OSDS - Regular - Chip Box|24# OSDS - Regular - Chip Box|Paper|5|11.5|in|18|White Wove|Wove|||56.7
||24# OSDS - Regular - Chip Box - Weight15|24# OSDS - Regular - Chip Box - Weight15|Paper|4.125|9.5|in|15|White Wove|Wove|||29.2
||24# OSDS - Window (1-1/8 x 4-1/2; 7/8L 1/2B) - Chip Box|24# OSDS - Window (1-1/8 x 4-1/2; 7/8L 1/2B) - Chip Box|Paper|3.625|6.5|in|8|White Wove|Wove|||18.1
||24# OSDS - Window (1-1/8 x 4-1/2; 7/8L 1/2B) - Chip Box|24# OSDS - Window (1-1/8 x 4-1/2; 7/8L 1/2B) - Chip Box|Paper|3.875|7.5|in|10|White Wove|Wove|||26.85
||24# OSDS - Window (1-1/8 x 4-1/2; 7/8L 1/2B) - Chip Box|24# OSDS - Window (1-1/8 x 4-1/2; 7/8L 1/2B) - Chip Box|Paper|3.875|8.875|in|11|White Wove|Wove|||18.1
||24# OSDS - Window (1-1/8 x 4-1/2; 7/8L 1/2B) - Chip Box - Price 18.1|24# OSDS - Window (1-1/8 x 4-1/2; 7/8L 1/2B) - Chip Box - Price 18.1|Paper|4.125|9.5|in|13|White Wove|Wove|||18.1
||24# OSDS - Window (1-1/8 x 4-1/2; 7/8L 1/2B) - Chip Box|24# OSDS - Window (1-1/8 x 4-1/2; 7/8L 1/2B) - Chip Box|Paper|4.5|10.375|in|15|White Wove|Wove|||34.85
||24# OSDS - Window (1-1/8 x 4-1/2; 7/8L 1/2B) - Chip Box|24# OSDS - Window (1-1/8 x 4-1/2; 7/8L 1/2B) - Chip Box|Paper|3.75|6.75|in|9|White Wove|Wove|||28.8
||24# OSDS - Window (1-1/8 x 4-1/2; 7/8L 1/2B) - Chip Box|24# OSDS - Window (1-1/8 x 4-1/2; 7/8L 1/2B) - Chip Box|Paper|4.75|11|in|16|White Wove|Wove|||51.65
||24# OSDS - Window (1-1/8 x 4-1/2; 7/8L 1/2B) - Chip Box|24# OSDS - Window (1-1/8 x 4-1/2; 7/8L 1/2B) - Chip Box|Paper|5|11.5|in|18|White Wove|Wove|||60.8
||24# OSDS - Window (1-1/8 x 4-1/2; 7/8L 1/2B) - Bulk|24# OSDS - Window (1-1/8 x 4-1/2; 7/8L 1/2B) - Bulk|Paper|4.125|9.5|in|13|White Wove|Wove|||17.9
||24# OSDS - Regular - Blue Confetti Tint - Chip Box|24# OSDS - Regular - Blue Confetti Tint - Chip Box|Paper|3.625|6.5|in|8|White Wove|Wove|||18.05
||24# OSDS - Regular - Blue Confetti Tint - Chip Box|24# OSDS - Regular - Blue Confetti Tint - Chip Box|Paper|4.125|9.5|in|13|White Wove|Wove|||18.05
||24# OSDS - Regular - Black Confetti Tint - Chip Box|24# OSDS - Regular - Black Confetti Tint - Chip Box|Paper|3.875|8.875|in|11|White Wove|Wove|||18.05
||24# OSDS - Regular - Black Confetti Tint - Chip Box|24# OSDS - Regular - Black Confetti Tint - Chip Box|Paper|4.125|9.5|in|13|White Wove|Wove|||18.05
||24# OSDS - Regular - Blue FDIC Tint - Chip Box|24# OSDS - Regular - Blue FDIC Tint - Chip Box|Paper|4.125|9.5|in|13|White Wove|Wove|||18.05
||24# OSDS - Window (1-1/8 x 4-1/2; 7/8L 1/2B)- Blue Confetti Tint - Chip Box|24# OSDS - Window (1-1/8 x 4-1/2; 7/8L 1/2B)- Blue Confetti Tint - Chip Box|Paper|3.875|8.875|in|11|White Wove|Wove|||20.3
||24# OSDS - Window (1-1/8 x 4-1/2; 7/8L 1/2B)- Blue Confetti Tint - Chip Box|24# OSDS - Window (1-1/8 x 4-1/2; 7/8L 1/2B)- Blue Confetti Tint - Chip Box|Paper|4.125|9.5|in|13|White Wove|Wove|||20.3
||24# OSDS - Window (1-1/8 x 4-1/2; 7/8L 1/2B)- Black Confetti Tint - Chip Box|24# OSDS - Window (1-1/8 x 4-1/2; 7/8L 1/2B)- Black Confetti Tint - Chip Box|Paper|3.875|8.875|in|11|White Wove|Wove|||20.3
||24# OSDS - Window (1-1/8 x 4-1/2; 7/8L 1/2B)- Black Confetti Tint - Chip Box|24# OSDS - Window (1-1/8 x 4-1/2; 7/8L 1/2B)- Black Confetti Tint - Chip Box|Paper|4.125|9.5|in|13|White Wove|Wove|||20.3
||24# OSSS - Peel & Seal - Regular - Hard Box|24# OSSS - Peel & Seal - Regular - Hard Box|Paper|4.125|9.5|in|13|White Wove|Wove|||33.3
||24# OSSS - Peel & Seal - Window (1-1/8 x 4-1/2; 7/8L 1/2B) - Hard Box|24# OSSS - Peel & Seal - Window (1-1/8 x 4-1/2; 7/8L 1/2B) - Hard Box|Paper|4.125|9.5|in|13|White Wove|Wove|||36.3
||24# OSSS - Peel & Seal - Window (1-1/8 x 4-1/2; 7/8L 1/2B) - Black Confetti Tint - Hard Box|24# OSSS - Peel & Seal - Window (1-1/8 x 4-1/2; 7/8L 1/2B) - Black Confetti Tint - Hard Box|Paper|4.125|9.5|in|13|White Wove|Wove|||38.3
||24# OSSS - Simple Seal - Regular - Hard Box|24# OSSS - Simple Seal - Regular - Hard Box|Paper|4.125|9.5|in|13|White Wove|Wove|||27.15
||24# OSSS - Simple Seal - Window (1-1/8 x 4-1/2; 7/8L 1/2B) - Hard Box|24# OSSS - Simple Seal - Window (1-1/8 x 4-1/2; 7/8L 1/2B) - Hard Box|Paper|3.875|8.875|in|11|White Wove|Wove|||50.2
||24# OSSS - Simple Seal - Window (1-1/8 x 4-1/2; 7/8L 1/2B) - Hard Box|24# OSSS - Simple Seal - Window (1-1/8 x 4-1/2; 7/8L 1/2B) - Hard Box|Paper|4.125|9.5|in|13|White Wove|Wove|||30.15
||24# OSSS - Simple Seal - Regular - Blue Confetti Tint - Hard Box|24# OSSS - Simple Seal - Regular - Blue Confetti Tint - Hard Box|Paper|4.125|9.5|in|13|White Wove|Wove|||29.15
||24# OSSS - Simple Seal - Window (1-1/8 x 4-1/2; 7/8L 1/2B) - Blue Confetti Tint - Hard Box|24# OSSS - Simple Seal - Window (1-1/8 x 4-1/2; 7/8L 1/2B) - Blue Confetti Tint - Hard Box|Paper|3.875|8.875|in|11|White Wove|Wove|||52.75
||24# OSSS - Simple Seal - Window (1-1/8 x 4-1/2; 7/8L 1/2B) - Blue Confetti Tint - Hard Box|24# OSSS - Simple Seal - Window (1-1/8 x 4-1/2; 7/8L 1/2B) - Blue Confetti Tint - Hard Box|Paper|4.125|9.5|in|13|White Wove|Wove|||32.15
||24# OSDS - Regular - Chip Box - Weight11|24# OSDS - Regular - Chip Box - Weight11|Paper|3.875|8.875|in|11|Recycled White Wove|Wove|||20.4
||24# OSDS - Regular - Chip Box - Weight13 - Price 20.4|24# OSDS - Regular - Chip Box - Weight13 - Price 20.4|Paper|4.125|9.5|in|13|Recycled White Wove|Wove|||20.4
||24# OSDS - Window (1-1/8 x 4-1/2; 7/8L 1/2B) - Chip Box - Price 22.75|24# OSDS - Window (1-1/8 x 4-1/2; 7/8L 1/2B) - Chip Box - Price 22.75|Paper|4.125|9.5|in|13|Recycled White Wove|Wove|||22.75
||24# OSDS - Regular - Hard Box|24# OSDS - Regular - Hard Box|Paper|3.625|6.5|in|8|Brown Kraft|Kraft|||21.9
||24# OSDS - Regular - Hard Box|24# OSDS - Regular - Hard Box|Paper|3.875|8.875|in|11|Brown Kraft|Kraft|||23.35
||24# OSDS - Regular - Hard Box|24# OSDS - Regular - Hard Box|Paper|4.125|9.5|in|13|Brown Kraft|Kraft|||23.35
||24# OSDS - Regular - Hard Box|24# OSDS - Regular - Hard Box|Paper|4.5|10.375|in|15|Brown Kraft|Kraft|||35.7
||24# OSDS - Regular - Hard Box|24# OSDS - Regular - Hard Box|Paper|4.75|11|in|16|Brown Kraft|Kraft|||58.65
||24# OSDS - Window (1-1/8 x 4-1/2; 7/8L 1/2B) - Hard Box|24# OSDS - Window (1-1/8 x 4-1/2; 7/8L 1/2B) - Hard Box|Paper|4.125|9.5|in|13|Brown Kraft|Kraft|||25.6
24# OSDS - Springhill Opaque Smooth - Regular - Hard Box - Weight11|Q|||Paper|3.875|8.875|in|11||Smooth|||21.3
||24# OSDS - Springhill Opaque Smooth - Regular - Hard Box - Blue|24# OSDS - Springhill Opaque Smooth - Regular - Hard Box - Blue|{Q}|{Q}|{Q}|{Q}|{Q}|Blue|{Q}|||{Q}
||24# OSDS - Springhill Opaque Smooth - Regular - Hard Box -Canary|24# OSDS - Springhill Opaque Smooth - Regular - Hard Box -Canary|{Q}|{Q}|{Q}|{Q}|{Q}|Canary|{Q}|||{Q}
||24# OSDS - Springhill Opaque Smooth - Regular - Hard Box - Cream|24# OSDS - Springhill Opaque Smooth - Regular - Hard Box - Cream|{Q}|{Q}|{Q}|{Q}|{Q}|Cream|{Q}|||{Q}
||24# OSDS - Springhill Opaque Smooth - Regular - Hard Box - Goldenrod|24# OSDS - Springhill Opaque Smooth - Regular - Hard Box - Goldenrod|{Q}|{Q}|{Q}|{Q}|{Q}|Goldenrod|{Q}|||{Q}
||24# OSDS - Springhill Opaque Smooth - Regular - Hard Box - Gray|24# OSDS - Springhill Opaque Smooth - Regular - Hard Box - Gray|{Q}|{Q}|{Q}|{Q}|{Q}|Gray|{Q}|||{Q}
||24# OSDS - Springhill Opaque Smooth - Regular - Hard Box - Green|24# OSDS - Springhill Opaque Smooth - Regular - Hard Box - Green|{Q}|{Q}|{Q}|{Q}|{Q}|Green|{Q}|||{Q}
||24# OSDS - Springhill Opaque Smooth - Regular - Hard Box - Ivory|24# OSDS - Springhill Opaque Smooth - Regular - Hard Box - Ivory|{Q}|{Q}|{Q}|{Q}|{Q}|Ivory|{Q}|||{Q}
||24# OSDS - Springhill Opaque Smooth - Regular - Hard Box - Pink|24# OSDS - Springhill Opaque Smooth - Regular - Hard Box - Pink|{Q}|{Q}|{Q}|{Q}|{Q}|Pink|{Q}|||{Q}
||24# OSDS - Springhill Opaque Smooth - Regular - Hard Box - Tan|24# OSDS - Springhill Opaque Smooth - Regular - Hard Box - Tan|{Q}|{Q}|{Q}|{Q}|{Q}|Tan|{Q}|||25.65
||24# OSDS - Springhill Opaque Smooth - Regular - Hard Box - Orchid|24# OSDS - Springhill Opaque Smooth - Regular - Hard Box - Orchid|{Q}|{Q}|{Q}|{Q}|{Q}|Orchid|{Q}|||25.65
24# OSDS - Springhill Opaque Smooth - Regular - Hard Box -  Weight13|R|||Paper|4.125|9.5|in|13||Smooth|||21.3
||24# OSDS - Springhill Opaque Smooth - Regular - Hard Box - Blue|24# OSDS - Springhill Opaque Smooth - Regular - Hard Box - Blue|{R}|{R}|{R}|{R}|{R}|Blue|{R}|||{R}
||24# OSDS - Springhill Opaque Smooth - Regular - Hard Box - Canary|24# OSDS - Springhill Opaque Smooth - Regular - Hard Box - Canary|{R}|{R}|{R}|{R}|{R}|Canary|{R}|||{R}
||24# OSDS - Springhill Opaque Smooth - Regular - Hard Box - Cream|24# OSDS - Springhill Opaque Smooth - Regular - Hard Box - Cream|{R}|{R}|{R}|{R}|{R}|Cream|{R}|||{R}
||24# OSDS - Springhill Opaque Smooth - Regular - Hard Box - Goldenrod|24# OSDS - Springhill Opaque Smooth - Regular - Hard Box - Goldenrod|{R}|{R}|{R}|{R}|{R}|Goldenrod|{R}|||{R}
||24# OSDS - Springhill Opaque Smooth - Regular - Hard Box - Gray|24# OSDS - Springhill Opaque Smooth - Regular - Hard Box - Gray|{R}|{R}|{R}|{R}|{R}|Gray|{R}|||{R}
||24# OSDS - Springhill Opaque Smooth - Regular - Hard Box - Green|24# OSDS - Springhill Opaque Smooth - Regular - Hard Box - Green|{R}|{R}|{R}|{R}|{R}|Green|{R}|||{R}
||24# OSDS - Springhill Opaque Smooth - Regular - Hard Box - Ivory|24# OSDS - Springhill Opaque Smooth - Regular - Hard Box - Ivory|{R}|{R}|{R}|{R}|{R}|Ivory|{R}|||{R}
||24# OSDS - Springhill Opaque Smooth - Regular - Hard Box - Pink|24# OSDS - Springhill Opaque Smooth - Regular - Hard Box - Pink|{R}|{R}|{R}|{R}|{R}|Pink|{R}|||{R}
||24# OSDS - Springhill Opaque Smooth - Regular - Hard Box - Tan|24# OSDS - Springhill Opaque Smooth - Regular - Hard Box - Tan|{R}|{R}|{R}|{R}|{R}|Tan|{R}|||{R}
||24# OSDS - Springhill Opaque Smooth - Regular - Hard Box - Orchid|24# OSDS - Springhill Opaque Smooth - Regular - Hard Box - Orchid|{R}|{R}|{R}|{R}|{R}|Orchid|{R}|||{R}
24# OSDS - Springhill Opaque Smooth - Window (1-1/8 x 4-1/2; 7/8L 1/2B) - Hard Box|S|||Paper|4.125|9.5|in|13||Smooth|||23.6
||24# OSDS - Springhill Opaque Smooth - Window (1-1/8 x 4-1/2; 7/8L 1/2B) - Hard Box - Blue|24# OSDS - Springhill Opaque Smooth - Window (1-1/8 x 4-1/2; 7/8L 1/2B) - Hard Box - Blue|{S}|{S}|{S}|{S}|{S}|Blue|{S}|||{S}
||24# OSDS - Springhill Opaque Smooth - Window (1-1/8 x 4-1/2; 7/8L 1/2B) - Hard Box - Canary|24# OSDS - Springhill Opaque Smooth - Window (1-1/8 x 4-1/2; 7/8L 1/2B) - Hard Box - Canary|{S}|{S}|{S}|{S}|{S}|Canary|{S}|||{S}
||24# OSDS - Springhill Opaque Smooth - Window (1-1/8 x 4-1/2; 7/8L 1/2B) - Hard Box - Cream|24# OSDS - Springhill Opaque Smooth - Window (1-1/8 x 4-1/2; 7/8L 1/2B) - Hard Box - Cream|{S}|{S}|{S}|{S}|{S}|Cream|{S}|||{S}
||24# OSDS - Springhill Opaque Smooth - Window (1-1/8 x 4-1/2; 7/8L 1/2B) - Hard Box - Goldenrod|24# OSDS - Springhill Opaque Smooth - Window (1-1/8 x 4-1/2; 7/8L 1/2B) - Hard Box - Goldenrod|{S}|{S}|{S}|{S}|{S}|Goldenrod|{S}|||{S}
||24# OSDS - Springhill Opaque Smooth - Window (1-1/8 x 4-1/2; 7/8L 1/2B) - Hard Box - Gray|24# OSDS - Springhill Opaque Smooth - Window (1-1/8 x 4-1/2; 7/8L 1/2B) - Hard Box - Gray|{S}|{S}|{S}|{S}|{S}|Gray|{S}|||{S}
||24# OSDS - Springhill Opaque Smooth - Window (1-1/8 x 4-1/2; 7/8L 1/2B) - Hard Box - Green|24# OSDS - Springhill Opaque Smooth - Window (1-1/8 x 4-1/2; 7/8L 1/2B) - Hard Box - Green|{S}|{S}|{S}|{S}|{S}|Green|{S}|||{S}
||24# OSDS - Springhill Opaque Smooth - Window (1-1/8 x 4-1/2; 7/8L 1/2B) - Hard Box - Ivory|24# OSDS - Springhill Opaque Smooth - Window (1-1/8 x 4-1/2; 7/8L 1/2B) - Hard Box - Ivory|{S}|{S}|{S}|{S}|{S}|Ivory|{S}|||{S}
||24# OSDS - Springhill Opaque Smooth - Window (1-1/8 x 4-1/2; 7/8L 1/2B) - Hard Box - Pink|24# OSDS - Springhill Opaque Smooth - Window (1-1/8 x 4-1/2; 7/8L 1/2B) - Hard Box - Pink|{S}|{S}|{S}|{S}|{S}|Pink|{S}|||{S}
||24# OSDS - Springhill Opaque Smooth - Window (1-1/8 x 4-1/2; 7/8L 1/2B) - Hard Box - Tan|24# OSDS - Springhill Opaque Smooth - Window (1-1/8 x 4-1/2; 7/8L 1/2B) - Hard Box - Tan|{S}|{S}|{S}|{S}|{S}|Tan|{S}|||28.45
||24# OSDS - Springhill Opaque Smooth - Window (1-1/8 x 4-1/2; 7/8L 1/2B) - Hard Box - Orchid|24# OSDS - Springhill Opaque Smooth - Window (1-1/8 x 4-1/2; 7/8L 1/2B) - Hard Box - Orchid|{S}|{S}|{S}|{S}|{S}|Orchid|{S}|||28.45
||24# Remittance|24# Remittance|Paper|3.5|6|in|11| White Wove|Wove|||33.1
||24# Remittance|24# Remittance|Paper|3.5|6.25|in|11| White Wove|Wove|||26
||24# Remittance|24# Remittance|Paper|3.625|6.5|in|12| White Wove|Wove|||23
||24# Remittance|24# Remittance|Paper|3.875|8.875|in|16| White Wove|Wove|||24.7
||24# Baronial|24# Baronial|Paper|3.625|5.125|in|7| White Wove|Wove|||30.15
||24# Baronial|24# Baronial|Paper|4.375|5.75|in|9| White Wove|Wove|||35.55
||24# Baronial|24# Baronial|Paper|5.25|7.25|in|13| White Wove|Wove|||42.5
||24# A2 A-Line - Hard Box|24# A2 A-Line - Hard Box|Paper|4.375|5.75|in|9| White Wove|Wove|||22.9
||24# A6 A-Line - Hard Box|24# A6 A-Line - Hard Box|Paper|4.75|6.5|in|10| White Wove|Wove|||26
||24# A7 A-Line - Hard Box|24# A7 A-Line - Hard Box|Paper|5.25|7.25|in|13| White Wove|Wove|||28.5
||24# A8 A-Line - Hard Box|24# A8 A-Line - Hard Box|Paper|5.5|8.125|in|15| White Wove|Wove|||42.6
||24# A9 A-Line - Hard Box|24# A9 A-Line - Hard Box|Paper|5.75|8.75|in|16| White Wove|Wove|||43.8
||24# A10 A-Line - Hard Box|24# A10 A-Line - Hard Box|Paper|6|9.5|in|18| White Wove|Wove|||57.35
||24# Booklet - Price 23.35|24# Booklet - Price 23.35|Paper|6|9|in|17| White Wove|Wove|||23.35
||24# Booklet - White Wove|24# Booklet - White Wove|Paper|6.5|9.5|in|19| White Wove|Wove|||45
||24# Booklet - White Wove|24# Booklet - White Wove|Paper|7|10|in|22| White Wove|Wove|||44.05
||24# Booklet - White Wove|24# Booklet - White Wove|Paper|7.5|10.5|in|24| White Wove|Wove|||42.85
||24# Booklet - White Wove|24# Booklet - White Wove|Paper|9|12|in|32| White Wove|Wove|||42.55
||24# Booklet - White Wove|24# Booklet - White Wove|Paper|9.5|12.625|in|36| White Wove|Wove|||63.55
||28# Booklet -  - White Wove|28# Booklet -  - White Wove|Paper|6|9|in|20| White Wove|Wove|||25.85
||28# Booklet - White Wove|28# Booklet - White Wove|Paper|6.5|9.5|in|22| White Wove|Wove|||45
||28# Booklet - White Wove|28# Booklet - White Wove|Paper|7.5|10.5|in|28| White Wove|Wove|||62.75
||28# Booklet - White Wove|28# Booklet - White Wove|Paper|9|12|in|38| White Wove|Wove|||46.3
||28# Booklet - White Wove|28# Booklet - White Wove|Paper|9.5|12.625|in|42| White Wove|Wove|||58.9
||24# Booklet - Price 39.4|24# Booklet - Price 39.4|Paper|6|9|in|17| Brown Kraft|Kraft|||39.4
||24# Booklet - Brown Kraft|24# Booklet - Brown Kraft|Paper|9|12|in|32| Brown Kraft|Kraft|||65.85
||28# Booklet -  Brown Kraft|28# Booklet -  Brown Kraft|Paper|6|9|in|20| Brown Kraft|Kraft|||28.3
||28# Booklet -  Brown Kraft|28# Booklet -  Brown Kraft|Paper|9|12|in|38| Brown Kraft|Kraft|||51.3
||28# Booklet - Brown Kraft|28# Booklet - Brown Kraft|Paper|9.5|12.625|in|42| Brown Kraft|Kraft|||82.35
||28# Booklet -  Gray Kraft|28# Booklet -  Gray Kraft|Paper|9|12|in|38| Gray Kraft|Kraft|||89.85
||28# Booklet - Peel & Seal|28# Booklet - Peel & Seal|Paper|9|12|in|38| White Wove|Wove|||57.75
||28# Booklet - Peel & Seal|28# Booklet - Peel & Seal|Paper|9.5|12.625|in|42| White Wove|Wove|||121.6
||28# Booklet - Peel & Seal|28# Booklet - Peel & Seal|Paper|10|13|in|45| White Wove|Wove|||71.25
||24# Catalog - White Wove|24# Catalog - White Wove|Paper|6|9|in|18| White Wove|Wove|||29
||24# Catalog -  White Wove|24# Catalog -  White Wove|Paper|6.5|9.5|in|20| White Wove|Wove|||35.35
||24# Catalog -  White Wove|24# Catalog -  White Wove|Paper|7.5|10.5|in|25| White Wove|Wove|||57.05
||24# Catalog -  White Wove|24# Catalog -  White Wove|Paper|9|12|in|33| White Wove|Wove|||48.15
||24# Catalog -  White Wove|24# Catalog -  White Wove|Paper|9.5|12.5|in|36| White Wove|Wove|||62.3
||28# Catalog -  White Wove|28# Catalog -  White Wove|Paper|6|9|in|21| White Wove|Wove|||32.75
||28# Catalog -  White Wove|28# Catalog -  White Wove|Paper|6.5|9.5|in|24| White Wove|Wove|||45.6
||28# Catalog -  White Wove|28# Catalog -  White Wove|Paper|7.5|10.5|in|29| White Wove|Wove|||59.4
||28# Catalog -  White Wove|28# Catalog -  White Wove|Paper|9|12|in|39| White Wove|Wove|||51.95
||28# Catalog -  White Wove|28# Catalog -  White Wove|Paper|9.5|12.5|in|42| White Wove|Wove|||66.05
||28# Catalog -  White Wove|28# Catalog -  White Wove|Paper|10|13|in|46| White Wove|Wove|||63.25
||28# Catalog -  White Wove|28# Catalog -  White Wove|Paper|10|15|in|53| White Wove|Wove|||94.45
||28# Catalog -  White Wove|28# Catalog -  White Wove|Paper|11.5|14.5|in|58| White Wove|Wove|||112.35
||28# Catalog -  White Wove|28# Catalog -  White Wove|Paper|12|15.5|in|64| White Wove|Wove|||116.4
||24# Catalog -  Brown Kraft|24# Catalog -  Brown Kraft|Paper|6|9|in|18| Brown Kraft|Kraft|||35
||24# Catalog - Brown Kraft|24# Catalog - Brown Kraft|Paper|6.5|9.5|in|20| Brown Kraft|Kraft|||43.3
||24# Catalog - Brown Kraft|24# Catalog - Brown Kraft|Paper|9|12|in|33| Brown Kraft|Kraft|||58.95
||24# Catalog - Brown Kraft|24# Catalog - Brown Kraft|Paper|10|13|in|39| Brown Kraft|Kraft|||70.9
||28# Catalog - Brown Kraft|28# Catalog - Brown Kraft|Paper|6|9|in|21| Brown Kraft|Kraft|||35.25
||28# Catalog - Brown Kraft|28# Catalog - Brown Kraft|Paper|6.5|9.5|in|24| Brown Kraft|Kraft|||49.1
||28# Catalog - Brown Kraft|28# Catalog - Brown Kraft|Paper|7.5|10.5|in|29| Brown Kraft|Kraft|||62.9
||28# Catalog - Brown Kraft|28# Catalog - Brown Kraft|Paper|9|12|in|39| Brown Kraft|Kraft|||56.95
||28# Catalog - Brown Kraft|28# Catalog - Brown Kraft|Paper|9.5|12.5|in|42| Brown Kraft|Kraft|||69.65
||28# Catalog - Brown Kraft|28# Catalog - Brown Kraft|Paper|10|15|in|53| Brown Kraft|Kraft|||99.15
||28# Catalog - Brown Kraft|28# Catalog - Brown Kraft|Paper|12|15.5|in|64| Brown Kraft|Kraft|||121.15
||28# Catalog - Gray Kraft|28# Catalog - Gray Kraft|Paper|9|12|in|39| Gray Kraft|Kraft|||93.3
||28# Catalog - Gray Kraft|28# Catalog - Gray Kraft|Paper|10|13|in|46| Gray Kraft|Kraft|||101.45
||28# Catalog - Manilla Kraft|28# Catalog - Manilla Kraft|Paper|6|9|in|18| Manilla Kraft|Kraft|||70.25
